,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary,Year,id,SalaryCap
7719,SashaVujacic,SG,31,NYK,61,25,14.9,1.7,4.5,.383,0.9,2.3,.364,0.9,2.2,.403,.477,0.5,0.6,.821,0.4,2.0,2.4,1.4,0.6,0.1,0.7,1.4,4.9,"$1,356,146",2016,SashaVujacic2016,"$70,000,000"
7720,DwyaneWade,SG,34,MIA,74,73,30.5,7.3,16.0,.456,0.1,0.6,.159,7.2,15.4,.468,.459,4.4,5.5,.793,1.1,3.0,4.1,4.6,1.1,0.6,2.7,1.6,19.0,"$20,000,000",2016,DwyaneWade2016,"$70,000,000"
7721,DionWaiters,SG,24,OKC,78,15,27.6,3.6,9.1,.399,1.1,3.1,.358,2.5,6.0,.421,.460,1.4,2.0,.713,0.5,2.1,2.6,2.0,1.0,0.2,1.5,1.8,9.8,"$5,138,430",2016,DionWaiters2016,"$70,000,000"
7722,KembaWalker,PG,25,CHO,81,81,35.6,7.0,16.4,.427,2.2,6.0,.371,4.8,10.4,.459,.495,4.6,5.4,.847,0.7,3.7,4.4,5.2,1.6,0.5,2.1,1.4,20.9,"$12,000,000",2016,KembaWalker2016,"$70,000,000"
7723,JohnWall,PG,25,WAS,77,77,36.2,7.4,17.5,.424,1.5,4.3,.351,5.9,13.3,.448,.467,3.5,4.5,.791,0.5,4.4,4.9,10.2,1.9,0.8,4.1,2.1,19.9,"$14,728,844",2016,JohnWall2016,"$70,000,000"
7724,TJWarren,SF,22,PHO,47,4,22.8,4.7,9.4,.501,0.6,1.5,.400,4.1,7.9,.520,.533,1.0,1.4,.703,1.2,1.9,3.1,0.9,0.8,0.3,0.7,2.0,11.0,"$2,041,080",2016,TJWarren2016,"$70,000,000"
7725,CJWatson,PG,31,ORL,33,2,19.9,1.4,4.2,.343,0.4,1.5,.292,1.0,2.7,.371,.394,1.0,1.2,.872,0.3,1.7,2.0,2.7,0.6,0.2,0.8,1.5,4.3,"$5,000,000",2016,CJWatson2016,"$70,000,000"
7726,BrianteWeber,PG,23,TOT,7,4,24.1,2.0,5.6,.359,0.0,0.7,.000,2.0,4.9,.412,.359,0.4,0.6,.750,1.1,2.4,3.6,3.0,1.3,0.4,1.3,1.7,4.4,"$61,774",2016,BrianteWeber2016,"$70,000,000"
7727,SonnyWeems,SG-SF,29,TOT,43,0,11.6,1.0,2.6,.382,0.3,1.0,.366,0.6,1.6,.391,.450,0.2,0.3,.533,0.2,1.1,1.2,1.1,0.2,0.0,1.0,1.1,2.5,"$2,814,000",2016,SonnyWeems2016,"$70,000,000"
7728,DavidWest,PF,35,SAS,78,19,18.0,3.1,5.7,.545,0.0,0.1,.429,3.1,5.7,.546,.548,0.8,1.0,.788,0.9,3.0,4.0,1.8,0.6,0.7,0.9,1.8,7.1,"$1,499,187",2016,DavidWest2016,"$70,000,000"
7729,RussellWestbrook,PG,27,OKC,80,80,34.4,8.2,18.1,.454,1.3,4.3,.296,6.9,13.8,.503,.489,5.8,7.2,.812,1.8,6.0,7.8,10.4,2.0,0.3,4.3,2.5,23.5,"$16,744,218",2016,RussellWestbrook2016,"$70,000,000"
7730,HassanWhiteside,C,26,MIA,73,43,29.1,5.7,9.3,.606,0.0,0.0,,5.7,9.3,.606,.606,2.9,4.5,.650,3.3,8.6,11.8,0.4,0.6,3.7,1.9,2.8,14.2,"$981,348",2016,HassanWhiteside2016,"$70,000,000"
7731,ShayneWhittington,PF,24,IND,7,0,5.9,0.7,1.6,.455,0.0,0.3,.000,0.7,1.3,.556,.455,0.1,0.3,.500,0.7,1.0,1.7,0.4,0.1,0.1,0.7,1.0,1.6,"$845,059",2016,ShayneWhittington2016,"$70,000,000"
7732,AndrewWiggins,SF,20,MIN,81,81,35.1,7.3,16.0,.459,0.7,2.3,.300,6.6,13.6,.486,.481,5.3,7.0,.761,1.3,2.3,3.6,2.0,1.0,0.6,2.2,2.0,20.7,"$5,758,680",2016,AndrewWiggins2016,"$70,000,000"
7733,CJWilcox,SG,25,LAC,23,0,7.3,1.1,2.9,.394,0.4,1.0,.391,0.7,1.9,.395,.462,0.4,0.5,.750,0.0,0.5,0.5,0.4,0.4,0.1,0.1,0.7,3.0,"$1,159,680",2016,CJWilcox2016,"$70,000,000"
7734,AlanWilliams,PF,23,PHO,10,0,6.8,1.0,2.4,.417,0.0,0.0,,1.0,2.4,.417,.417,0.9,1.4,.643,1.4,2.4,3.8,0.5,0.4,0.5,0.6,1.5,2.9,"$114,284",2016,AlanWilliams2016,"$70,000,000"
7735,DeronWilliams,PG,31,DAL,65,63,32.4,4.9,11.9,.414,1.5,4.3,.344,3.4,7.6,.454,.477,2.8,3.2,.869,0.3,2.6,2.9,5.8,0.9,0.2,2.3,2.4,14.1,"$10,853,761",2016,DeronWilliams2016,"$70,000,000"
7736,DerrickWilliams,SF,24,NYK,80,9,17.9,3.2,7.1,.450,0.6,1.9,.293,2.6,5.2,.506,.488,2.4,3.2,.758,0.6,3.1,3.7,0.9,0.4,0.1,0.8,0.9,9.3,"$4,400,000",2016,DerrickWilliams2016,"$70,000,000"
7737,ElliotWilliams,PG,26,MEM,5,0,9.0,0.4,2.0,.200,0.2,0.8,.250,0.2,1.2,.167,.250,0.6,0.8,.750,0.2,0.6,0.8,0.8,0.0,0.0,0.2,0.4,1.6,"$57,726",2016,ElliotWilliams2016,"$70,000,000"
7738,LouWilliams,SG,29,LAL,67,35,28.5,4.2,10.3,.408,1.6,4.8,.344,2.6,5.6,.464,.488,5.3,6.3,.830,0.5,2.1,2.5,2.5,0.9,0.3,1.6,1.6,15.3,,2016,LouWilliams2016,"$70,000,000"
7739,MarvinWilliams,PF,29,CHO,81,81,28.9,4.2,9.2,.452,1.9,4.7,.402,2.3,4.6,.504,.554,1.5,1.8,.833,1.6,4.9,6.4,1.4,0.7,1.0,0.8,1.6,11.7,"$7,000,000",2016,MarvinWilliams2016,"$70,000,000"
7740,MoWilliams,PG,33,CLE,41,14,18.2,3.2,7.4,.437,0.9,2.5,.353,2.3,4.9,.480,.497,0.9,1.0,.905,0.1,1.6,1.8,2.4,0.3,0.1,1.4,1.5,8.2,,2016,MoWilliams2016,"$70,000,000"
7741,JustiseWinslow,SF,19,MIA,78,8,28.6,2.5,5.9,.422,0.4,1.5,.276,2.1,4.4,.471,.457,1.0,1.5,.684,1.0,4.1,5.2,1.5,0.9,0.3,1.2,2.4,6.4,"$2,481,720",2016,JustiseWinslow2016,"$70,000,000"
7742,JeffWithey,C,25,UTA,51,10,12.9,1.7,3.2,.537,0.0,0.0,.000,1.7,3.1,.544,.537,0.8,1.2,.729,1.1,2.3,3.4,0.4,0.4,1.0,0.5,1.5,4.3,"$947,276",2016,JeffWithey2016,"$70,000,000"
7743,ChristianWood,PF,20,PHI,17,0,8.5,1.3,3.1,.415,0.2,0.6,.364,1.1,2.5,.429,.453,0.8,1.2,.619,0.8,1.5,2.2,0.2,0.3,0.4,0.1,0.6,3.6,"$339,762",2016,ChristianWood2016,"$70,000,000"
7744,MettaWorldPeace,SF,36,LAL,35,5,16.9,1.6,5.1,.311,0.7,2.4,.310,0.8,2.7,.312,.384,1.1,1.6,.702,0.5,2.0,2.5,0.8,0.6,0.3,0.4,1.9,5.0,"$1,499,187",2016,MettaWorldPeace2016,"$70,000,000"
7745,BrandanWright,PF,28,MEM,12,2,17.7,2.9,4.3,.673,0.0,0.0,,2.9,4.3,.673,.673,1.1,2.0,.542,1.2,2.4,3.6,0.5,0.4,1.3,0.8,1.8,6.9,"$5,464,000",2016,BrandanWright2016,"$70,000,000"
7746,DelonWright,PG,23,TOR,27,1,8.5,1.3,3.0,.450,0.2,0.5,.385,1.1,2.5,.463,.481,1.0,1.3,.743,0.3,1.1,1.4,1.1,0.3,0.1,0.6,0.3,3.8,"$1,509,360",2016,DelonWright2016,"$70,000,000"
7747,TonyWroten,PG,22,PHI,8,3,18.0,2.8,8.1,.338,0.4,2.1,.176,2.4,6.0,.396,.362,2.5,4.6,.541,0.3,2.4,2.6,2.5,0.4,0.0,3.6,1.4,8.4,"$2,346,760",2016,TonyWroten2016,"$70,000,000"
7748,JamesYoung,SG,20,BOS,29,0,6.9,0.4,1.2,.306,0.2,0.9,.231,0.2,0.3,.500,.389,0.0,0.1,.250,0.1,0.8,0.9,0.3,0.2,0.0,0.2,0.6,1.0,"$1,749,840",2016,JamesYoung2016,"$70,000,000"
7749,JoeYoung,PG,23,IND,41,0,9.4,1.5,4.1,.367,0.2,1.1,.217,1.3,3.0,.423,.396,0.5,0.6,.800,0.1,1.1,1.2,1.6,0.4,0.0,0.8,0.7,3.8,,2016,JoeYoung2016,"$70,000,000"
7750,NickYoung,SG,30,LAL,54,2,19.1,2.3,6.9,.339,1.4,4.4,.325,0.9,2.5,.363,.442,1.2,1.4,.829,0.3,1.5,1.8,0.6,0.4,0.1,0.6,0.9,7.3,"$5,219,169",2016,NickYoung2016,"$70,000,000"
7751,ThaddeusYoung,PF,27,BRK,73,73,33.0,6.8,13.2,.514,0.1,0.4,.233,6.7,12.8,.523,.518,1.4,2.2,.644,2.4,6.6,9.0,1.8,1.5,0.5,1.9,2.5,15.1,"$11,235,955",2016,ThaddeusYoung2016,"$70,000,000"
7752,CodyZeller,C,23,CHO,73,60,24.3,3.2,6.0,.529,0.0,0.1,.100,3.2,5.8,.539,.530,2.4,3.2,.754,1.9,4.3,6.2,1.0,0.8,0.9,0.9,2.8,8.7,"$4,204,200",2016,CodyZeller2016,"$70,000,000"
7753,TylerZeller,C,26,BOS,60,3,11.8,2.3,4.8,.476,0.0,0.0,,2.3,4.8,.476,.476,1.5,1.8,.815,1.0,1.9,3.0,0.5,0.2,0.4,0.8,1.6,6.1,"$2,616,975",2016,TylerZeller2016,"$70,000,000"
7754,AlexAbrines,SG,23,OKC,68,6,15.5,2.0,5.0,.393,1.4,3.6,.381,0.6,1.4,.426,.531,0.6,0.7,.898,0.3,1.0,1.3,0.6,0.5,0.1,0.5,1.7,6.0,"$5,994,764",2017,AlexAbrines2017,"$94,143,000"
7755,QuincyAcy,PF,26,TOT,38,1,14.7,1.8,4.5,.412,1.0,2.4,.411,0.9,2.1,.413,.521,1.2,1.6,.750,0.5,2.5,3.0,0.5,0.4,0.4,0.6,1.8,5.8,"$2,965,505",2017,QuincyAcy2017,"$94,143,000"
7756,StevenAdams,C,23,OKC,80,80,29.9,4.7,8.2,.571,0.0,0.0,.000,4.7,8.2,.572,.571,2.0,3.2,.611,3.5,4.2,7.7,1.1,1.1,1.0,1.8,2.4,11.3,"$3,140,517",2017,StevenAdams2017,"$94,143,000"
7757,ArronAfflalo,SG,31,SAC,61,45,25.9,3.0,6.9,.440,1.0,2.5,.411,2.0,4.4,.457,.514,1.4,1.5,.892,0.1,1.9,2.0,1.3,0.3,0.1,0.7,1.7,8.4,"$12,500,000",2017,ArronAfflalo2017,"$94,143,000"
7758,AlexisAjinca,C,28,NOP,39,15,15.0,2.3,4.6,.500,0.0,0.1,.000,2.3,4.5,.511,.500,0.7,1.0,.725,1.2,3.4,4.5,0.3,0.5,0.6,0.8,2.0,5.3,"$4,863,206",2017,AlexisAjinca2017,"$94,143,000"
7759,ColeAldrich,C,28,MIN,62,0,8.6,0.7,1.4,.523,0.0,0.0,,0.7,1.4,.523,.523,0.2,0.4,.682,0.8,1.7,2.5,0.4,0.4,0.4,0.3,1.4,1.7,"$7,643,979",2017,ColeAldrich2017,"$94,143,000"
7760,LaMarcusAldridge,PF,31,SAS,72,72,32.4,6.9,14.6,.477,0.3,0.8,.411,6.6,13.8,.480,.488,3.1,3.8,.812,2.4,4.9,7.3,1.9,0.6,1.2,1.4,2.2,17.3,"$20,575,005",2017,LaMarcusAldridge2017,"$94,143,000"
7761,LavoyAllen,PF,27,IND,61,5,14.3,1.3,2.8,.458,0.0,0.0,.000,1.3,2.7,.461,.458,0.4,0.5,.697,1.7,1.9,3.6,0.9,0.3,0.4,0.5,1.3,2.9,"$3,500,000",2017,LavoyAllen2017,"$94,143,000"
7762,TonyAllen,SG,35,MEM,71,66,27.0,3.9,8.4,.461,0.2,0.8,.278,3.6,7.6,.479,.473,1.1,1.8,.615,2.3,3.2,5.5,1.4,1.6,0.4,1.4,2.5,9.1,"$5,000,000",2017,TonyAllen2017,"$94,143,000"
7763,Al-FarouqAminu,PF,26,POR,61,25,29.1,3.0,7.6,.393,1.1,3.5,.330,1.9,4.2,.445,.468,1.6,2.2,.706,1.3,6.1,7.4,1.6,1.0,0.7,1.5,1.7,8.7,"$7,680,965",2017,Al-FarouqAminu2017,"$94,143,000"
7764,ChrisAndersen,C,38,CLE,12,0,9.5,0.8,1.8,.409,0.0,0.3,.000,0.8,1.6,.474,.409,0.8,1.2,.714,0.8,1.8,2.6,0.4,0.4,0.6,0.4,1.7,2.3,"$1,551,659",2017,ChrisAndersen2017,"$94,143,000"
7765,AlanAnderson,SF,34,LAC,30,0,10.3,1.0,2.7,.375,0.5,1.5,.318,0.5,1.2,.444,.463,0.4,0.5,.750,0.1,0.7,0.8,0.4,0.1,0.0,0.2,1.2,2.9,"$1,315,448",2017,AlanAnderson2017,"$94,143,000"
7766,JustinAnderson,SF,23,TOT,75,10,16.4,2.5,5.9,.424,0.8,2.6,.299,1.7,3.3,.522,.490,1.4,1.7,.791,0.9,2.3,3.3,0.9,0.5,0.3,0.9,1.5,7.1,"$1,514,160",2017,JustinAnderson2017,"$94,143,000"
7767,KyleAnderson,SF,23,SAS,72,14,14.2,1.3,2.9,.445,0.2,0.6,.375,1.1,2.3,.462,.481,0.6,0.8,.789,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4,"$1,192,080",2017,KyleAnderson2017,"$94,143,000"
7768,RyanAnderson,PF,28,HOU,72,72,29.4,4.5,10.7,.418,2.8,7.0,.403,1.7,3.7,.446,.550,1.8,2.1,.860,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0,13.6,"$18,735,364",2017,RyanAnderson2017,"$94,143,000"
7769,GiannisAntetokounmpo,SF,22,MIL,80,80,35.6,8.2,15.7,.521,0.6,2.3,.272,7.6,13.5,.563,.541,5.9,7.7,.770,1.8,7.0,8.8,5.4,1.6,1.9,2.9,3.1,22.9,"$2,995,420",2017,GiannisAntetokounmpo2017,"$94,143,000"
7770,CarmeloAnthony,SF,32,NYK,74,74,34.3,8.1,18.8,.433,2.0,5.7,.359,6.1,13.1,.466,.488,4.1,4.9,.833,0.8,5.1,5.9,2.9,0.8,0.5,2.1,2.7,22.4,"$24,559,380",2017,CarmeloAnthony2017,"$94,143,000"
7771,JoelAnthony,C,34,SAS,19,0,6.4,0.5,0.8,.625,0.0,0.0,,0.5,0.8,.625,.625,0.3,0.4,.625,0.4,1.2,1.6,0.2,0.1,0.3,0.2,0.6,1.3,"$663,810",2017,JoelAnthony2017,"$94,143,000"
7772,TrevorAriza,SF,31,HOU,80,80,34.7,4.1,10.0,.409,2.4,6.9,.344,1.7,3.0,.556,.528,1.2,1.6,.738,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7,11.7,"$7,800,000",2017,TrevorAriza2017,"$94,143,000"
7773,DarrellArthur,PF,28,DEN,41,7,15.6,2.3,5.2,.442,1.3,2.9,.453,1.0,2.4,.429,.565,0.5,0.5,.864,0.6,2.1,2.7,1.0,0.5,0.5,0.9,1.9,6.4,"$8,070,175",2017,DarrellArthur2017,"$94,143,000"
7774,OmerAsik,C,30,NOP,31,19,15.5,1.0,2.1,.477,0.0,0.0,,1.0,2.1,.477,.477,0.7,1.3,.590,1.5,3.7,5.3,0.5,0.2,0.3,0.5,1.6,2.7,"$9,904,494",2017,OmerAsik2017,"$94,143,000"
7775,DJAugustin,PG,29,ORL,78,20,19.7,2.5,6.6,.377,1.2,3.5,.347,1.3,3.1,.412,.469,1.7,2.1,.814,0.2,1.3,1.5,2.7,0.4,0.0,1.2,1.3,7.9,"$7,250,000",2017,DJAugustin2017,"$94,143,000"
7776,LukeBabbitt,SF,27,MIA,68,55,15.7,1.7,4.1,.402,1.3,3.1,.414,0.4,1.0,.366,.557,0.2,0.2,.733,0.2,1.9,2.1,0.5,0.3,0.2,0.4,1.7,4.8,"$1,227,286",2017,LukeBabbitt2017,"$94,143,000"
7777,RonBaker,SG,23,NYK,52,13,16.5,1.6,4.2,.378,0.4,1.7,.267,1.1,2.5,.450,.431,0.5,0.8,.651,0.2,1.7,1.9,2.1,0.7,0.2,1.1,1.4,4.1,"$543,471",2017,RonBaker2017,"$94,143,000"
7778,WadeBaldwin,PG,20,MEM,33,1,12.3,1.1,3.5,.313,0.1,0.7,.136,1.0,2.8,.355,.326,0.9,1.1,.838,0.3,1.1,1.4,1.8,0.5,0.2,1.2,1.2,3.2,"$1,793,760",2017,WadeBaldwin2017,"$94,143,000"
7779,LeandroBarbosa,SG,34,PHO,67,0,14.4,2.6,5.9,.439,0.5,1.5,.357,2.0,4.4,.466,.483,0.6,0.7,.889,0.2,1.3,1.6,1.2,0.5,0.1,0.7,1.2,6.3,"$4,000,000",2017,LeandroBarbosa2017,"$94,143,000"
7780,JJBarea,PG,32,DAL,35,6,22.0,4.1,9.8,.414,1.5,4.2,.358,2.5,5.6,.456,.491,1.3,1.5,.863,0.3,2.1,2.4,5.5,0.4,0.0,1.8,0.9,10.9,,2017,JJBarea2017,"$94,143,000"
7781,HarrisonBarnes,PF,24,DAL,79,79,35.5,7.6,16.2,.468,1.0,2.8,.351,6.6,13.4,.492,.498,3.1,3.6,.861,1.2,3.8,5.0,1.5,0.8,0.2,1.3,1.6,19.2,"$22,116,750",2017,HarrisonBarnes2017,"$94,143,000"
7782,MattBarnes,SF,36,TOT,74,18,24.0,2.5,6.4,.391,1.2,3.6,.331,1.3,2.8,.467,.483,0.9,1.2,.787,0.9,4.2,5.2,2.6,0.6,0.4,1.4,2.5,7.1,"$6,508,351",2017,MattBarnes2017,"$94,143,000"
7783,WillBarton,SG,26,DEN,60,19,28.4,4.9,11.1,.443,1.5,3.9,.370,3.5,7.2,.483,.508,2.4,3.2,.753,1.0,3.4,4.3,3.4,0.8,0.5,1.6,1.8,13.7,"$3,533,333",2017,WillBarton2017,"$94,143,000"
7784,BrandonBass,PF,31,LAC,52,0,11.1,2.1,3.6,.575,0.0,0.1,.333,2.0,3.5,.579,.578,1.5,1.7,.875,0.8,1.7,2.5,0.4,0.3,0.2,0.6,0.9,5.6,"$1,551,659",2017,BrandonBass2017,"$94,143,000"
7785,NicolasBatum,SG,28,CHO,77,77,34.0,5.1,12.7,.403,1.8,5.3,.333,3.4,7.4,.453,.472,3.2,3.7,.856,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,15.1,"$20,869,566",2017,NicolasBatum2017,"$94,143,000"
7786,JerrydBayless,PG,28,PHI,3,1,23.7,3.7,10.7,.344,0.7,1.7,.400,3.0,9.0,.333,.375,3.0,3.3,.900,1.0,3.0,4.0,4.3,0.0,0.0,3.0,1.3,11.0,"$9,424,084",2017,JerrydBayless2017,"$94,143,000"
7787,AronBaynes,C,30,DET,75,2,15.5,1.9,3.7,.513,0.0,0.0,,1.9,3.7,.513,.513,1.1,1.3,.840,1.5,3.0,4.4,0.4,0.2,0.5,0.7,2.2,4.9,"$6,500,000",2017,AronBaynes2017,"$94,143,000"
7788,KentBazemore,SF,27,ATL,73,64,26.9,4.0,9.9,.409,1.3,3.6,.346,2.8,6.2,.446,.473,1.6,2.3,.708,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,11.0,"$15,730,337",2017,KentBazemore2017,"$94,143,000"
7789,BradleyBeal,SG,23,WAS,77,77,34.9,8.3,17.2,.482,2.9,7.2,.404,5.4,10.0,.538,.566,3.7,4.4,.825,0.7,2.4,3.1,3.5,1.1,0.3,2.0,2.2,23.1,"$22,116,750",2017,BradleyBeal2017,"$94,143,000"
7790,MalikBeasley,SG,20,DEN,22,1,7.5,1.5,3.3,.452,0.4,1.3,.321,1.1,2.0,.533,.514,0.4,0.5,.800,0.2,0.5,0.8,0.5,0.3,0.0,0.4,0.5,3.8,"$1,627,320",2017,MalikBeasley2017,"$94,143,000"
7791,MichaelBeasley,PF,28,MIL,56,6,16.7,3.9,7.3,.532,0.3,0.8,.419,3.5,6.5,.545,.554,1.4,1.9,.743,0.7,2.7,3.4,0.9,0.5,0.5,1.2,1.6,9.4,"$1,403,611",2017,MichaelBeasley2017,"$94,143,000"
7792,MarcoBelinelli,SG,30,CHO,74,0,24.0,3.6,8.3,.429,1.4,3.8,.360,2.2,4.5,.488,.512,2.0,2.3,.893,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2,10.5,"$6,333,333",2017,MarcoBelinelli2017,"$94,143,000"
7793,DeAndreBembry,SF,22,ATL,38,1,9.8,1.2,2.6,.480,0.0,0.5,.056,1.2,2.1,.575,.485,0.2,0.4,.375,0.4,1.2,1.6,0.7,0.2,0.1,0.4,0.6,2.7,"$1,499,760",2017,DeAndreBembry2017,"$94,143,000"
7794,DraganBender,PF,19,PHO,43,0,13.3,1.3,3.7,.354,0.7,2.3,.277,0.7,1.4,.483,.441,0.1,0.3,.364,0.5,1.9,2.4,0.5,0.2,0.5,0.7,1.7,3.4,"$4,276,320",2017,DraganBender2017,"$94,143,000"
7795,AnthonyBennett,PF,23,BRK,23,1,11.5,1.7,4.0,.413,0.6,2.1,.271,1.1,1.9,.568,.484,1.1,1.6,.722,1.1,2.3,3.4,0.5,0.2,0.1,0.5,0.8,5.0,"$1,015,696",2017,AnthonyBennett2017,"$94,143,000"
7796,BenBentil,PF,21,DAL,3,0,3.3,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0,"$281,968",2017,BenBentil2017,"$94,143,000"
7797,DavisBertans,PF,24,SAS,67,6,12.1,1.5,3.5,.440,1.0,2.6,.399,0.5,0.9,.557,.588,0.4,0.5,.824,0.3,1.1,1.5,0.7,0.3,0.4,0.5,1.1,4.5,"$543,471",2017,DavisBertans2017,"$94,143,000"
7798,PatrickBeverley,SG,28,HOU,67,67,30.7,3.4,8.1,.420,1.6,4.3,.382,1.8,3.8,.463,.521,1.1,1.4,.768,1.4,4.4,5.9,4.2,1.5,0.4,1.5,3.3,9.5,"$6,000,000",2017,PatrickBeverley2017,"$94,143,000"
7799,BismackBiyombo,C,24,ORL,81,27,22.1,2.2,4.2,.528,0.0,0.0,,2.2,4.2,.528,.528,1.5,2.9,.534,1.9,5.1,7.0,0.9,0.3,1.1,1.2,2.5,6.0,"$17,000,000",2017,BismackBiyombo2017,"$94,143,000"
7800,NemanjaBjelica,PF,28,MIN,65,1,18.3,2.3,5.5,.424,0.9,2.7,.316,1.5,2.8,.531,.503,0.7,0.9,.738,0.9,2.9,3.8,1.2,0.6,0.3,0.9,2.4,6.2,"$3,800,000",2017,NemanjaBjelica2017,"$94,143,000"
7801,TarikBlack,C,25,LAL,67,16,16.3,2.2,4.4,.510,0.0,0.0,.500,2.2,4.4,.510,.512,1.2,1.6,.752,2.1,3.0,5.1,0.6,0.4,0.7,0.9,2.6,5.7,"$6,191,000",2017,TarikBlack2017,"$94,143,000"
7802,EricBledsoe,PG,27,PHO,66,66,33.0,6.8,15.7,.434,1.6,4.7,.335,5.2,11.0,.477,.485,5.9,6.9,.847,0.8,4.1,4.8,6.3,1.4,0.5,3.4,2.5,21.1,"$14,000,000",2017,EricBledsoe2017,"$94,143,000"
7803,BojanBogdanovic,SF,27,TOT,81,54,25.7,4.6,10.4,.445,1.8,4.8,.367,2.9,5.6,.512,.530,2.7,3.0,.893,0.5,3.0,3.4,1.4,0.4,0.1,1.6,1.8,13.7,"$3,573,020",2017,BojanBogdanovic2017,"$94,143,000"
7804,AndrewBogut,C,32,TOT,27,21,21.6,1.4,3.0,.469,0.0,0.0,.000,1.4,3.0,.475,.469,0.1,0.4,.273,2.1,6.0,8.1,1.8,0.5,0.9,1.6,3.2,2.9,"$11,410,378",2017,AndrewBogut2017,"$94,143,000"
7805,JoelBolomboy,PF,23,UTA,12,0,4.4,0.8,1.3,.563,0.1,0.3,.250,0.7,1.0,.667,.594,0.3,0.5,.500,0.3,1.1,1.4,0.2,0.1,0.2,0.2,0.1,1.8,"$600,000",2017,JoelBolomboy2017,"$94,143,000"
7806,DevinBooker,SG,20,PHO,78,78,35.0,7.8,18.3,.423,1.9,5.2,.363,5.9,13.2,.447,.475,4.7,5.7,.832,0.6,2.6,3.2,3.4,0.9,0.3,3.1,3.1,22.1,"$2,223,600",2017,DevinBooker2017,"$94,143,000"
7807,TrevorBooker,PF,29,BRK,71,43,24.7,4.3,8.3,.516,0.4,1.1,.321,3.9,7.2,.546,.537,1.0,1.5,.673,2.0,6.0,8.0,1.9,1.1,0.4,1.8,2.1,10.0,"$9,250,000",2017,TrevorBooker2017,"$94,143,000"
7808,AveryBradley,SG,26,BOS,55,55,33.4,6.5,14.1,.463,2.0,5.0,.390,4.6,9.1,.504,.533,1.2,1.7,.731,1.2,4.9,6.1,2.2,1.2,0.2,1.6,2.6,16.3,"$8,269,663",2017,AveryBradley2017,"$94,143,000"
7809,CoreyBrewer,SF,30,TOT,82,11,15.6,1.8,4.2,.422,0.3,1.4,.229,1.5,2.8,.522,.461,0.6,0.8,.735,0.4,1.6,2.0,1.2,0.7,0.2,0.7,1.6,4.5,"$7,612,172",2017,CoreyBrewer2017,"$94,143,000"
7810,MalcolmBrogdon,SG,24,MIL,75,28,26.4,3.9,8.5,.457,1.0,2.6,.404,2.8,5.9,.480,.518,1.5,1.7,.865,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2,"$875,000",2017,MalcolmBrogdon2017,"$94,143,000"
7811,AaronBrooks,PG,32,IND,65,0,13.8,1.9,4.6,.403,0.7,2.0,.375,1.1,2.6,.424,.483,0.5,0.6,.800,0.3,0.8,1.1,1.9,0.4,0.1,1.0,1.4,5.0,"$2,700,000",2017,AaronBrooks2017,"$94,143,000"
7812,AnthonyBrown,SF,24,TOT,11,0,14.5,1.6,4.5,.360,0.6,2.5,.259,1.0,2.1,.478,.430,0.0,0.0,,0.7,2.3,3.0,0.7,0.5,0.1,0.5,1.4,3.9,"$1,023,838",2017,AnthonyBrown2017,"$94,143,000"
7813,BobbyBrown,PG,32,HOU,25,0,4.9,0.9,2.4,.383,0.6,1.4,.400,0.4,1.0,.360,.500,0.1,0.1,1.000,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,2.5,"$940,070",2017,BobbyBrown2017,"$94,143,000"
7814,JaylenBrown,SF,20,BOS,78,20,17.2,2.5,5.4,.454,0.6,1.7,.341,1.9,3.7,.507,.508,1.1,1.6,.685,0.6,2.2,2.8,0.8,0.4,0.2,0.9,1.8,6.6,"$4,743,000",2017,JaylenBrown2017,"$94,143,000"
7815,NicolasBrussino,SG,23,DAL,54,2,9.6,1.0,2.6,.369,0.5,1.8,.305,0.4,0.9,.500,.472,0.3,0.4,.773,0.5,1.3,1.8,0.9,0.3,0.1,0.5,0.8,2.8,"$543,471",2017,NicolasBrussino2017,"$94,143,000"
7816,ReggieBullock,SF,25,DET,31,5,15.1,1.7,4.1,.422,0.9,2.4,.384,0.8,1.8,.473,.531,0.2,0.2,.714,0.4,1.6,2.1,0.9,0.6,0.1,0.3,0.7,4.5,"$2,255,644",2017,ReggieBullock2017,"$94,143,000"
7817,TreyBurke,PG,24,WAS,57,0,12.3,2.0,4.5,.455,0.5,1.2,.443,1.5,3.2,.459,.516,0.4,0.5,.759,0.1,0.7,0.8,1.8,0.2,0.1,0.8,0.9,5.0,"$3,386,597",2017,TreyBurke2017,"$94,143,000"
